name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Realm Warfare,Tabletop Games,Games,2017/07/06,2017-08-05,failed,17,USA,1013,50000
Geneva Dice - Fidget Spinner,Product Design,Design,2017/07/06,2017-08-05,successful,20,USA,1019,1000
More Enamel Pins by Skulldog,Mixed Media,Art,2017/07/06,2017-08-05,failed,29,USA,690,800
Lil' Piggies: The Fairy Tale Card Game That's a Perfect 10,Playing Cards,Games,2017/07/06,2017-08-05,successful,129,USA,6360,5000
"Son Goku; ""t r a n s c e n d""",Footwear,Fashion,2017/07/06,2017-08-05,failed,4,USA,510,15000
BuzzBox: Advanced Beehive Sensor & Smartphone App,Hardware,Technology,2017/07/06,2017-08-05,successful,229,USA,35146,20000
United Planet Fundraiser,Academic,Publishing,2017/07/06,2017-08-05,failed,1,USA,22,1000
New Dawn Theater Urgent Fundraiser,Theater,Theater,2017/07/06,2017-08-05,failed,17,USA,1985,15000
All The Pardons Phone App,Apps,Technology,2017/07/06,2017-08-05,failed,34,USA,1665,12000
Lacey & Lily #1 and 2 - a girl and her dog saving the world,Comic Books,Comics,2017/07/06,2017-08-05,failed,53,USA,1345,2700
Rum Row 1-2,Comic Books,Comics,2017/07/06,2017-08-05,successful,285,USA,5020,5000
The Awakened | Book 7,Fiction,Publishing,2017/07/06,2017-08-05,successful,166,USA,10336,9500
HER Zine Issue 2: Cambodian Girls Take Action,Zines,Publishing,2017/07/06,2017-08-05,successful,35,USA,7573,6000
Cannabis Challenge Coin,Product Design,Design,2017/07/06,2017-08-05,failed,40,USA,590,1500
"DaKineQ ~ Texas BBQ, Burgers and Tacos on the Kona coast",Food Trucks,Food,2017/07/06,2017-08-05,failed,24,USA,7105,50000
YOUR INDEPENDENT RADIO STATION Anywhere in the United States,Music,Music,2017/07/06,2017-08-05,failed,3,USA,92,4000
DRUG PARTY: THE MUSICAL,Narrative Film,Film & Video,2017/07/06,2017-08-05,failed,27,USA,1725,10000
"""Hopeless"" Enamel Pin Collection",Crafts,Crafts,2017/07/06,2017-08-05,successful,26,USA,578,350
Wanderlust Catamaran Video Travel/Charter the Caribbean,Documentary,Film & Video,2017/07/06,2017-08-05,failed,0,USA,0,2500
"Anywhere, anytime!!!",Technology,Technology,2017/07/06,2017-08-05,failed,0,USA,0,15000
Ambassadors of Love First Studio Album!,Rock,Music,2017/07/06,2017-08-05,canceled,1,USA,50,15000
Social Media - Dating Site - MBTI and Astrology Based,Web,Technology,2017/07/06,2017-08-05,failed,1,USA,22,10000
High End Foot Stand,Product Design,Design,2017/07/06,2017-08-05,failed,1,USA,22,10000
Seoul Fried Chicken (Dakgangjeong),Food,Food,2017/07/06,2017-08-05,failed,7,USA,28,10000
Uniquie Clean Burning Candles,Candles,Crafts,2017/07/06,2017-08-05,failed,1,USA,22,7500
Vintage Inspired Devil Sign Screen Printed On Wood,Art,Art,2017/07/06,2017-08-05,failed,9,USA,337,1500
United Church of the Free Worlds,Web,Technology,2017/07/06,2017-08-05,failed,1,USA,22,1000
Wizard Academy & Tournament 2017,Immersive,Theater,2017/07/06,2017-08-05,failed,1,USA,22,1000
SCS JellyKnife,Food,Food,2017/07/06,2017-08-05,failed,4,USA,201,11500
Lokt System Diorama Walls Castle/Dungeon Builder,Product Design,Design,2017/07/06,2017-08-05,failed,8,USA,780,50000
Creature Feature Enamel Pin Pairs,Accessories,Fashion,2017/07/06,2017-08-05,successful,88,USA,2349,1500
Fight Girl Fight,Art,Art,2017/07/06,2017-08-05,failed,2,USA,47,5000
Victoria Van Arnam's Solo Album,World Music,Music,2017/07/06,2017-08-05,successful,43,USA,2025,1500
Let It Flo - Let it Flo,Apparel,Fashion,2017/07/06,2017-08-05,failed,3,USA,82,7500
Galaxy Ties | Creative Ties Designed to Be Remarkable,Accessories,Fashion,2017/07/06,2017-08-05,successful,481,USA,24311,1500
Safely dead co.,Apparel,Fashion,2017/07/06,2017-08-05,failed,4,USA,72,1000
FitQuest,Games,Games,2017/07/06,2017-08-05,failed,31,USA,4700,50000
Squirrel Springer! Protect Your Bird Feeders!,DIY,Crafts,2017/07/06,2017-08-05,canceled,1,USA,22,6000
Bliss Box Funding,Accessories,Fashion,2017/07/06,2017-08-05,failed,1,USA,13,1000
PDG Dances in Taiwan,Residencies,Dance,2017/07/06,2017-08-05,successful,67,USA,6000,5000
The Last Evaluation,Nonfiction,Publishing,2017/07/06,2017-08-05,failed,2,USA,130,8000
"Mark Gibson Band ""Live From Soul City""",R&B,Music,2017/07/06,2017-08-05,successful,40,USA,6434,5500
Kitsuneko Crafts Pins,Accessories,Fashion,2017/07/06,2017-08-05,failed,1,USA,20,550
Sentinels: The Art of Chris Kohler,Illustration,Art,2017/07/06,2017-08-05,successful,16,USA,997,200
3D Playing Cards - Dinosaurs,Playing Cards,Games,2017/07/06,2017-08-03,failed,104,USA,4161,8000
Kujo Yardwear - The first shoe ever created for yard work,Footwear,Fashion,2017/07/06,2017-08-03,successful,345,USA,43203.1,40000
Stranger Art,Mixed Media,Art,2017/07/06,2017-08-01,failed,31,USA,1772,8250
Kickstarter Gold: Art for Dark Times,Graphic Design,Design,2017/07/06,2017-08-01,successful,279,USA,12341,6950
FMIX,Academic,Publishing,2017/07/06,2017-07-31,successful,57,USA,2137,1700
MICO the NEW way to make delicious microwave meals,Technology,Technology,2017/07/06,2017-07-31,canceled,23,USA,1165,15000
BALLS:1973's infamous Battle of the Sexes comes to the stage,Theater,Theater,2017/07/06,2017-07-31,successful,115,USA,13233,12000
Miss Ethnic Non-Specific,Theater,Theater,2017/07/06,2017-07-31,successful,108,USA,6289,3000
H. Perle Silver Bangles,Jewelry,Fashion,2017/07/06,2017-07-31,failed,0,USA,0,100
makeAPP,Apps,Technology,2017/07/06,2017-07-31,failed,0,USA,0,10000
Taft Sturgeon,Comic Books,Comics,2017/07/06,2017-07-30,successful,103,USA,4063,4000
FAN ART: Outside the Box,Illustration,Art,2017/07/06,2017-07-29,successful,17,USA,608,500
"""Tender"" Short Film",Drama,Film & Video,2017/07/06,2017-07-29,successful,31,USA,2665,2500
Be You-ti-ful w/LadySyl,Television,Film & Video,2017/07/06,2017-07-29,failed,0,USA,0,20000
Believe (short film),Film & Video,Film & Video,2017/07/06,2017-07-29,failed,4,USA,173,4000
Award winning school supply company growing!,Stationery,Crafts,2017/07/06,2017-07-28,failed,6,USA,210,3000
"The world's first, fastest & coolest always-in-focus lens",Technology,Technology,2017/07/06,2017-07-28,successful,286,USA,69988,30000
ALL SYSTEMS GO - Iowa/Hungary Percussion Project Debut CD,Music,Music,2017/07/06,2017-07-28,successful,13,USA,296,1
Steven Universe Pride Enamel Pins,Art,Art,2017/07/06,2017-07-27,successful,18,USA,543,500
"Rock, Paper, Scissors, BOOM! The fun remade as a card game.",Tabletop Games,Games,2017/07/06,2017-07-27,canceled,2,USA,36,1000
Chanel & Calista 'From London to LA - the Living Room Tour',Music,Music,2017/07/06,2017-07-27,successful,41,USA,2615,2000
The Black Deception,Publishing,Publishing,2017/07/06,2017-07-27,failed,6,USA,325,20000
Starship Congress 2017 w/ Special Guest Miguel Alcubierre,Space Exploration,Technology,2017/07/06,2017-07-27,successful,143,USA,16431,15000
Stargate Atlantis Graphic Novel,Graphic Novels,Comics,2017/07/06,2017-07-27,successful,86,USA,4563,1500
"Sterling Silver Belt Buckles, Cuff Links, and Jewelry",Crafts,Crafts,2017/07/06,2017-07-26,canceled,0,USA,0,3000
Dungeon Crawl Classics Scratch-Off Character Sheets,Tabletop Games,Games,2017/07/06,2017-07-26,successful,593,USA,26296,5000
Wyrd T-shirt,Fashion,Fashion,2017/07/06,2017-07-26,failed,9,USA,207,300
Fortune Flosser,Design,Design,2017/07/06,2017-07-26,failed,2,USA,37,5000
"Help In Supporting "" The Plug Tour "" Urban Hip-Hop",Music,Music,2017/07/06,2017-07-23,failed,1,USA,22,1500
Palki: A Cinematic Stage Drama,Plays,Theater,2017/07/06,2017-07-22,failed,7,USA,275,3500
Scatter Joy - Art Abandonment Project To Promote Love,Public Art,Art,2017/07/06,2017-07-20,failed,2,USA,30,500
Kitchen Assistant,Software,Technology,2017/07/06,2017-07-20,failed,9,USA,875,30000
Agent Robert Bassett: Accepting Commonology,Fiction,Publishing,2017/07/06,2017-07-19,failed,0,USA,0,5500
I purged lapel pin,Accessories,Fashion,2017/07/06,2017-07-16,successful,6,USA,158,150
"""The Great Chicago Fire"" - a short comedy about heartbreak",Narrative Film,Film & Video,2017/07/06,2017-07-15,successful,26,USA,1605,1500
Ladder In The Bag®,Design,Design,2017/07/05,2017-09-03,failed,7,USA,2278,750000
"Clout, Social Shopping with friends.",Apps,Technology,2017/07/05,2017-09-03,canceled,0,USA,0,10000
Make the Earth a Sandwich,Documentary,Film & Video,2017/07/05,2017-09-03,failed,2,USA,15,5000
"Lisa Lynn Morgan ""Unearthing"" EP Studio Project",Country & Folk,Music,2017/07/05,2017-09-03,failed,9,USA,1125,5000
Paris Rooftops - a video diary,Art,Art,2017/07/05,2017-09-03,canceled,0,USA,0,100
POKER IS EVERYTHING - STAGE 1 - THE FLOP,Apparel,Fashion,2017/07/05,2017-09-03,failed,0,USA,0,25000
We Haul,Apps,Technology,2017/07/05,2017-09-03,failed,4,USA,42,50000
Mom for Music,R&B,Music,2017/07/05,2017-09-03,failed,3,USA,31,5000
Ultimate Bone Thugs/2Pac Collection,Music,Music,2017/07/05,2017-09-03,failed,2,USA,26,5000
Sifting Thyme: A Foodie's Romance Visual Novel,Mobile Games,Games,2017/07/05,2017-09-03,successful,165,USA,9697.5,8800
Lady Gaga Lapel Pins,Mixed Media,Art,2017/07/05,2017-09-01,canceled,2,USA,30,350
Mall-World Animated Series * Over The Top Dark Comedy,Comedy,Film & Video,2017/07/05,2017-08-24,failed,0,USA,0,25000
Cancer - A Distance Journey - From Leukemia to Marathon,Web,Journalism,2017/07/05,2017-08-19,failed,1,USA,1,1500
Bring a Cat Cafe to Syracuse!,Food,Food,2017/07/05,2017-08-19,failed,7,USA,240,75000
Energy efficiency certificates for when you sell your home.,Software,Technology,2017/07/05,2017-08-19,failed,9,USA,770,60000
"""The ChopShop"" Revamping a historic BarberShop",Design,Design,2017/07/05,2017-08-19,failed,7,USA,377,6500
Indie DevStock: Conference for Designers & Developers,Technology,Technology,2017/07/05,2017-08-19,failed,19,USA,12451,87500
Fantasy Orc Zombie Assault - by Darkraven Europe,Tabletop Games,Games,2017/07/05,2017-08-10,successful,129,USA,4070,2000
Ripcord Literary Magazine,Literary Journals,Publishing,2017/07/05,2017-08-09,successful,31,USA,1855,1700
MAPPAMUNDI PHASE 1 #Webisode series,Animation,Film & Video,2017/07/05,2017-08-09,failed,14,USA,336,26000
T H E A W A K E N I N G,Footwear,Fashion,2017/07/05,2017-08-08,failed,3,USA,270,150000
STYLE MADE SIMPLE: 10 TIPS TO DECORATING WITH STYLE,Journalism,Journalism,2017/07/05,2017-08-06,failed,0,USA,0,500
Hardwick Handmade Pottery,Ceramics,Art,2017/07/05,2017-08-06,failed,20,USA,5048,100000
Ascended Kings Tabletop Board Game & Graphic Novel RELAUNCH,Tabletop Games,Games,2017/07/05,2017-08-06,successful,237,USA,23313,20000
Holly Starr's New Album: HUMAN,Faith,Music,2017/07/05,2017-08-06,successful,273,USA,30089,20000
After the Gold Rush #1-3: A Return to Optimistic Sci-fi,Comics,Comics,2017/07/05,2017-08-05,successful,460,USA,10685,4500
MILLIKAN SYMPHONY in honor of Robert C. Millikan (1957-2012),Classical Music,Music,2017/07/05,2017-08-05,successful,58,USA,6530,6500
The Biri Co-Op Studio,Photography,Photography,2017/07/05,2017-08-05,failed,15,USA,2170,13000
Entrenched - Trench Run Terrain for X-Wing Miniatures,Tabletop Games,Games,2017/07/05,2017-08-05,successful,64,USA,8779,5000
15 MINUTES: PSA ABOUT MALE SEXUAL ASSAULT,Shorts,Film & Video,2017/07/05,2017-08-05,successful,11,USA,1002,800
3Dmate Design Mat for 3D Printing Pen,Interactive Design,Design,2017/07/05,2017-08-04,successful,134,USA,8276,7500
In the Name of God,Shorts,Film & Video,2017/07/05,2017-08-04,failed,1,USA,1,8000
Building community and lasting appreciation for artists!,Art,Art,2017/07/05,2017-08-04,failed,4,USA,30.5,5000
My 'Lil Jars of Pride: LGBTQ assesories for clothing,Crafts,Crafts,2017/07/05,2017-08-04,failed,6,USA,85,300
Handcrafted Razors - Gettysburg Witness Wood® & More,Woodworking,Crafts,2017/07/05,2017-08-04,successful,8,USA,2756,2750
Bringing Globic Tales to print,Publishing,Publishing,2017/07/05,2017-08-04,failed,2,USA,15,45000
Con-Geda: A Coalition & Convention for The 100 Fandom,Television,Film & Video,2017/07/05,2017-08-04,successful,133,USA,17000,15000
Handmade cards providing employment for orphans!,Crafts,Crafts,2017/07/05,2017-08-04,failed,7,USA,179,500
RiotHouse,Apps,Technology,2017/07/05,2017-08-04,canceled,1,USA,180,45000
In Maps!,Technology,Technology,2017/07/05,2017-08-04,failed,2,USA,20,30000
Pro Dance Studio: Former pro NBA Miami Heat Dancer's dream,Dance,Dance,2017/07/05,2017-08-04,failed,0,USA,0,60000
"Fostering Kindness, Children's Book, (a foster care story)",Children's Books,Publishing,2017/07/05,2017-08-04,failed,0,USA,0,8000
Glitter Box: Not an eyeshadow palette but a glitter palette!,Design,Design,2017/07/05,2017-08-04,failed,1,USA,1,8000
Freedom Media Network,Audio,Journalism,2017/07/05,2017-08-04,failed,0,USA,0,1000
contHEMPt,Documentary,Film & Video,2017/07/05,2017-08-04,successful,29,USA,1010,900
Pledge a donation to Mtowntonight.com,Video,Journalism,2017/07/05,2017-08-04,failed,0,USA,0,1000
In Remembrance Rocks,DIY,Crafts,2017/07/05,2017-08-04,failed,0,USA,0,500
Hurry Up and Wait,Shorts,Film & Video,2017/07/05,2017-08-04,successful,109,USA,31695,30500
MR. MORRIS: SEMESTER TEST A Comic Strip Collection,Comics,Comics,2017/07/05,2017-08-04,successful,14,USA,505,400
Envi Adventures : Make Flying in Portland Remarkable,Photography,Photography,2017/07/05,2017-08-04,canceled,0,USA,0,5000
The SMW Show,Webseries,Film & Video,2017/07/05,2017-08-04,failed,0,USA,0,8000
CatX-M Motorcycle and Small Engine,Technology,Technology,2017/07/05,2017-08-04,failed,1,USA,10,65000
Crooked Teeth Literary Magazine,Literary Journals,Publishing,2017/07/05,2017-08-04,successful,35,USA,1005,1000
GullyandCompany The brand that lets you be yourself,Apparel,Fashion,2017/07/05,2017-08-04,failed,2,USA,10,10000
Alliance,Publishing,Publishing,2017/07/05,2017-08-04,failed,0,USA,0,5000
Audiobooks for Professional Military Education,Apps,Technology,2017/07/05,2017-08-04,canceled,1,USA,100,15000
Dive with Portable Lungs - Adventure Scuba Tank,Technology,Technology,2017/07/05,2017-08-04,successful,134,USA,54891,5000
Karate Banana T-Shirts | Save Bananas From Going Extinct,Apparel,Fashion,2017/07/05,2017-08-04,canceled,1,USA,43,5000
THE CLIPPER HOLDER PLUS,Design,Design,2017/07/05,2017-08-04,canceled,0,USA,0,90000
Clownsec Clown Army Antique Brass Coin With Reeded Edge,Gadgets,Technology,2017/07/05,2017-08-04,successful,53,USA,1307.35,666
Phone charger lock,Gadgets,Technology,2017/07/05,2017-08-04,failed,2,USA,30,60000
Northwest Ohio Paranormal Crew,Thrillers,Film & Video,2017/07/05,2017-08-04,failed,0,USA,0,5000
Universal Translator,Gadgets,Technology,2017/07/05,2017-08-04,failed,1,USA,22,100000
The Thirsty-A Local's Club,Drinks,Food,2017/07/05,2017-08-04,failed,0,USA,0,10000
Project U,Apps,Technology,2017/07/05,2017-08-04,failed,4,USA,2350,45000
Marijuana Trading Cards,Playing Cards,Games,2017/07/05,2017-08-04,failed,6,USA,137,40000
Spookre: A Hauntingly Fun Card Game,Tabletop Games,Games,2017/07/05,2017-08-04,successful,381,USA,8269,4000
"Dent:Space - An Event About Space Exploration, Together",Space Exploration,Technology,2017/07/05,2017-08-04,failed,34,USA,2699,175000
6DOF Electronic Interface for Motion Simulator Platform,DIY Electronics,Technology,2017/07/05,2017-08-04,successful,77,USA,17488,10000
World-first hybrid protection Iphone7/Iphone7+ case,Product Design,Design,2017/07/05,2017-08-04,failed,1,USA,28,5000
Sierra Trail Gaiters,Product Design,Design,2017/07/05,2017-08-04,failed,96,USA,4144,10000
Freedom Tactical Wallet (F.T.W.),Product Design,Design,2017/07/05,2017-08-04,successful,36,USA,694,290
Code Triage (Relaunched),Tabletop Games,Games,2017/07/05,2017-08-04,successful,273,USA,16053,15000
OPRINTJET - Most Advanced T-shirt Printer,Fabrication Tools,Technology,2017/07/05,2017-08-04,canceled,0,USA,0,12000
City Live Professional Basketball League,Documentary,Film & Video,2017/07/05,2017-08-04,failed,3,USA,30,10000
African portraits exhibition and digital archive,Art,Art,2017/07/05,2017-08-04,failed,1,USA,50,3500
"""Searching"" by Kamilah Glover & Conrad Henry",Narrative Film,Film & Video,2017/07/05,2017-08-04,failed,1,USA,100,4000
Wearable Art providing culture style and opportunity,DIY,Crafts,2017/07/05,2017-08-04,failed,1,USA,53,2000
Quid Pro Quo- Fred Schendel's Collectible Solo Album,Music,Music,2017/07/05,2017-08-04,failed,4,USA,1420,30000
By the sea company ~ organic lifestyle brand from HAWAII,Apparel,Fashion,2017/07/05,2017-08-04,failed,19,USA,1162,27000
Farewell to Balloon Town (Republish),Children's Books,Publishing,2017/07/05,2017-08-04,failed,1,USA,10,10175
Local Thr3e: Support Local,Apparel,Fashion,2017/07/05,2017-08-04,failed,3,USA,100,6000
Super Academy: Season Two,Webseries,Film & Video,2017/07/05,2017-08-04,failed,53,USA,3293,12000
Default Tester: The Crowdsourced Gaming Company,Video Games,Games,2017/07/05,2017-08-04,failed,60,USA,4275,60000
The Tornado Alley Storm Chase - Virtual Reality Experience,Software,Technology,2017/07/05,2017-08-04,failed,1,USA,700,7500
Noteworthy Students,Kids,Music,2017/07/05,2017-08-04,successful,5,USA,500,500
The Nobodies,Fiction,Publishing,2017/07/05,2017-08-03,failed,0,USA,0,2500
Dem boys mobile eatery,Food,Food,2017/07/05,2017-08-03,canceled,2,USA,1020,20000
ARCANA HEART 3 LOVE MAX SIX STARS!!!!!! | 2D fighting game,Video Games,Games,2017/07/05,2017-08-02,successful,2987,USA,324639.21,100000
Wicked Little Rabbit,Fashion,Fashion,2017/07/05,2017-08-02,failed,2,USA,76,1000
CHAD,Apps,Technology,2017/07/05,2017-08-01,failed,19,USA,1182.5,50000
Kickstarter Gold: Ballez Class Everywhere Instruction Videos,Workshops,Dance,2017/07/05,2017-08-01,successful,243,USA,8507,8000
A Murder in Rödlera: a Tal Nor comic by T. Perran Mitchell,Comic Books,Comics,2017/07/05,2017-08-01,successful,41,USA,1291,1200
Argus FHD Full-Screen Display Rearview Mirror,Technology,Technology,2017/07/05,2017-07-31,canceled,30,USA,10664,15000
105 Haiku Mental Illness (an in depth book on mental health),Journalism,Journalism,2017/07/05,2017-07-31,failed,2,USA,18,1000
A Care Package of all things 'For Thousands of Miles',Documentary,Film & Video,2017/07/05,2017-07-31,failed,9,USA,422,3250
Muddy Water Food Cart Funds!,Food Trucks,Food,2017/07/05,2017-07-30,failed,0,USA,0,12000
Cartoon Shorts for Entrepreneurs and Musicians,Animation,Film & Video,2017/07/05,2017-07-28,failed,0,USA,0,5000
Protect Your Phone - Fashionable & Protective Phone Cases,Accessories,Fashion,2017/07/05,2017-07-23,failed,4,USA,102,12000
SORROWSEED Summer Tour & Re-Release of NEMESIS ENGINE,Music,Music,2017/07/05,2017-07-21,successful,12,USA,770,666
Mr. Nice Girls,Comedy,Film & Video,2017/07/05,2017-07-20,successful,84,USA,4090,2200
Custom Shoes,Footwear,Fashion,2017/07/05,2017-07-20,failed,3,USA,60,2000
Splintered Glass Fringe Festival Campaign,Performances,Dance,2017/07/05,2017-07-20,successful,38,USA,2300,2000
Metal Fire Piston,Technology,Technology,2017/07/05,2017-07-18,successful,30,USA,1553,750
Sex Ed with DB: Podcast Equipment!,Sound,Technology,2017/07/05,2017-07-16,successful,29,USA,750,550
