name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
contHEMPt,Documentary,Film & Video,2017/07/05,2017-08-04,successful,29,US,1010,900
Pledge a donation to Mtowntonight.com,Video,Journalism,2017/07/05,2017-08-04,failed,0,US,0,1000
Temperament - Video Game,Video Games,Games,2017/07/05,2017-08-04,failed,2,GB,93.34,328644.67
In Remembrance Rocks,DIY,Crafts,2017/07/05,2017-08-04,failed,0,US,0,500
Hurry Up and Wait,Shorts,Film & Video,2017/07/05,2017-08-04,successful,109,US,31695,30500
MR. MORRIS: SEMESTER TEST A Comic Strip Collection,Comics,Comics,2017/07/05,2017-08-04,successful,14,US,505,400
Yacht Sentinel 6,Hardware,Technology,2017/07/05,2017-08-04,failed,2,GB,587.62,6572.89
Envi Adventures : Make Flying in Portland Remarkable,Photography,Photography,2017/07/05,2017-08-04,canceled,0,US,0,5000
The SMW Show,Webseries,Film & Video,2017/07/05,2017-08-04,failed,0,US,0,8000
CatX-M Motorcycle and Small Engine,Technology,Technology,2017/07/05,2017-08-04,failed,1,US,10,65000
Crooked Teeth Literary Magazine,Literary Journals,Publishing,2017/07/05,2017-08-04,successful,35,US,1005,1000
GullyandCompany The brand that lets you be yourself,Apparel,Fashion,2017/07/05,2017-08-04,failed,2,US,10,10000
Alliance,Publishing,Publishing,2017/07/05,2017-08-04,failed,0,US,0,5000
Audiobooks for Professional Military Education,Apps,Technology,2017/07/05,2017-08-04,canceled,1,US,100,15000
RUCKZACK – your perfect summer bag,Product Design,Design,2017/07/05,2017-08-04,failed,25,DE,1471.64,9494.42
Dive with Portable Lungs - Adventure Scuba Tank,Technology,Technology,2017/07/05,2017-08-04,successful,134,US,54891,5000
Karate Banana T-Shirts | Save Bananas From Going Extinct,Apparel,Fashion,2017/07/05,2017-08-04,canceled,1,US,43,5000
THE CLIPPER HOLDER PLUS,Design,Design,2017/07/05,2017-08-04,canceled,0,US,0,90000
IUBAG - The Ultimate Hoodie for Your Sport and Free Time,Apparel,Fashion,2017/07/05,2017-08-04,failed,3,IT,363.16,11868.03
Clownsec Clown Army Antique Brass Coin With Reeded Edge,Gadgets,Technology,2017/07/05,2017-08-04,successful,53,US,1307.35,666
Phone charger lock,Gadgets,Technology,2017/07/05,2017-08-04,failed,2,US,30,60000
Northwest Ohio Paranormal Crew,Thrillers,Film & Video,2017/07/05,2017-08-04,failed,0,US,0,5000
What´s Up Travel. Plataforma turística personalizada,Web,Technology,2017/07/05,2017-08-04,failed,0,ES,0,26703.06
Universal Translator,Gadgets,Technology,2017/07/05,2017-08-04,failed,1,US,22,100000
Dolly Pattern Rag Doll Sewing Kits with Personality,Crafts,Crafts,2017/07/05,2017-08-04,failed,3,GB,52.58,9202.05
"Documental: ""Los Horrores de la Migración""",Journalism,Journalism,2017/07/05,2017-08-04,failed,0,MX,0,842.32
The Thirsty-A Local's Club,Drinks,Food,2017/07/05,2017-08-04,failed,0,US,0,10000
Project U,Apps,Technology,2017/07/05,2017-08-04,failed,4,US,2350,45000
Spring Fever,Comedy,Film & Video,2017/07/05,2017-08-04,successful,23,CA,427.94,397.71
Marijuana Trading Cards,Playing Cards,Games,2017/07/05,2017-08-04,failed,6,US,137,40000
Night Clan,Tabletop Games,Games,2017/07/05,2017-08-04,successful,1254,ES,23275.58,7120.82
Spookre: A Hauntingly Fun Card Game,Tabletop Games,Games,2017/07/05,2017-08-04,successful,381,US,8269,4000
"Dent:Space - An Event About Space Exploration, Together",Space Exploration,Technology,2017/07/05,2017-08-04,failed,34,US,2699,175000
PAN DE MASA MADRE EN LAS MATAS,Food,Food,2017/07/05,2017-08-04,failed,20,ES,1358.89,2729.65
6DOF Electronic Interface for Motion Simulator Platform,DIY Electronics,Technology,2017/07/05,2017-08-04,successful,77,US,17488,10000
World-first hybrid protection Iphone7/Iphone7+ case,Product Design,Design,2017/07/05,2017-08-04,failed,1,US,28,5000
Sierra Trail Gaiters,Product Design,Design,2017/07/05,2017-08-04,failed,96,US,4144,10000
Marcus Starr Solo Album Funding Campaign,Blues,Music,2017/07/05,2017-08-04,successful,16,CA,1228.92,1193.13
Taste Of Horror,Tabletop Games,Games,2017/07/05,2017-08-04,successful,27,ES,2637.08,593.4
Freedom Tactical Wallet (F.T.W.),Product Design,Design,2017/07/05,2017-08-04,successful,36,US,694,290
Beat Pitch,Music,Music,2017/07/05,2017-08-04,failed,0,NL,0,11868.03
Code Triage (Relaunched),Tabletop Games,Games,2017/07/05,2017-08-04,successful,273,US,16053,15000
OPRINTJET - Most Advanced T-shirt Printer,Fabrication Tools,Technology,2017/07/05,2017-08-04,canceled,0,US,0,12000
The Leftovers by @Sheep_Soup #KickstartSheepSoup,Musical,Theater,2017/07/05,2017-08-04,successful,114,GB,5303.01,5258.31
City Live Professional Basketball League,Documentary,Film & Video,2017/07/05,2017-08-04,failed,3,US,30,10000
SELENE PLAYING CARDS printed by LPCC,Playing Cards,Games,2017/07/05,2017-08-04,failed,36,IT,1326.85,7714.22
New demo EP for pop group :),Pop,Music,2017/07/05,2017-08-04,failed,0,GB,0,2629.16
African portraits exhibition and digital archive,Art,Art,2017/07/05,2017-08-04,failed,1,US,50,3500
Window' By Ron Elisha,Plays,Theater,2017/07/05,2017-08-04,successful,48,GB,2009.61,1971.87
Ghost Ops - An RPG of Modern Day Covert Operations,Tabletop Games,Games,2017/07/05,2017-08-04,successful,383,GB,18360.72,3943.74
MUM-MADE: the first craft box designed for mothers,DIY,Crafts,2017/07/05,2017-08-04,successful,71,GB,4419.61,3943.74
Backseat Buddy: revolutionary kids app for long car journeys,Mobile Games,Games,2017/07/05,2017-08-04,failed,11,NL,1709,17802.04
"Crane, the Kinetic Lamp",Product Design,Design,2017/07/05,2017-08-04,successful,64,GB,18670.96,13145.79
JoeyWears - The Only Underwear Your Balls Deserve,Fashion,Fashion,2017/07/05,2017-08-04,successful,1547,GB,106044.58,19718.68
Sovereign's Dread vol.2 Dark Fantasy Graphic Novel,Graphic Novels,Comics,2017/07/05,2017-08-04,successful,87,AU,3363.89,2391.39
"""Searching"" by Kamilah Glover & Conrad Henry",Narrative Film,Film & Video,2017/07/05,2017-08-04,failed,1,US,100,4000
Wearable Art providing culture style and opportunity,DIY,Crafts,2017/07/05,2017-08-04,failed,1,US,53,2000
Zold:out - Innovative Anime Style TRPG,Mobile Games,Games,2017/07/05,2017-08-04,successful,244,HK,11764.82,9977.23
Quid Pro Quo- Fred Schendel's Collectible Solo Album,Music,Music,2017/07/05,2017-08-04,failed,4,US,1420,30000
By the sea company ~ organic lifestyle brand from HAWAII,Apparel,Fashion,2017/07/05,2017-08-04,failed,19,US,1162,27000
Farewell to Balloon Town (Republish),Children's Books,Publishing,2017/07/05,2017-08-04,failed,1,US,10,10175
Local Thr3e: Support Local,Apparel,Fashion,2017/07/05,2017-08-04,failed,3,US,100,6000
Super Academy: Season Two,Webseries,Film & Video,2017/07/05,2017-08-04,failed,53,US,3293,12000
Default Tester: The Crowdsourced Gaming Company,Video Games,Games,2017/07/05,2017-08-04,failed,60,US,4275,60000
The Tornado Alley Storm Chase - Virtual Reality Experience,Software,Technology,2017/07/05,2017-08-04,failed,1,US,700,7500
Noteworthy Students,Kids,Music,2017/07/05,2017-08-04,successful,5,US,500,500
The Nobodies,Fiction,Publishing,2017/07/05,2017-08-03,failed,0,US,0,2500
Dem boys mobile eatery,Food,Food,2017/07/05,2017-08-03,canceled,2,US,1020,20000
Macblair' at the Edinburgh Festival,Comedy,Theater,2017/07/05,2017-08-03,successful,57,GB,2852.64,2629.16
ARCANA HEART 3 LOVE MAX SIX STARS!!!!!! | 2D fighting game,Video Games,Games,2017/07/05,2017-08-02,successful,2987,US,324639.21,100000
Wicked Little Rabbit,Fashion,Fashion,2017/07/05,2017-08-02,failed,2,US,76,1000
CHAD,Apps,Technology,2017/07/05,2017-08-01,failed,19,US,1182.5,50000
Kickstarter Gold: Ballez Class Everywhere Instruction Videos,Workshops,Dance,2017/07/05,2017-08-01,successful,243,US,8507,8000
A Murder in Rödlera: a Tal Nor comic by T. Perran Mitchell,Comic Books,Comics,2017/07/05,2017-08-01,successful,41,US,1291,1200
Argus FHD Full-Screen Display Rearview Mirror,Technology,Technology,2017/07/05,2017-07-31,canceled,30,US,10664,15000
105 Haiku Mental Illness (an in depth book on mental health),Journalism,Journalism,2017/07/05,2017-07-31,failed,2,US,18,1000
A Care Package of all things 'For Thousands of Miles',Documentary,Film & Video,2017/07/05,2017-07-31,failed,9,US,422,3250
Paintings of Le Tour hardback books,Art Books,Publishing,2017/07/05,2017-07-31,successful,166,GB,10360.98,6441.44
S.M.A.R.T. SAFE: Real-time environmental monitoring system,DIY Electronics,Technology,2017/07/05,2017-07-30,failed,0,IT,0,11868.03
Street Wars NYC: 1970's Street Gang Miniatures Game,Tabletop Games,Games,2017/07/05,2017-07-30,successful,88,GB,6784.54,6572.89
Muddy Water Food Cart Funds!,Food Trucks,Food,2017/07/05,2017-07-30,failed,0,US,0,12000
POCKET CUBE,Product Design,Design,2017/07/05,2017-07-30,failed,23,AU,1475.49,3985.65
"Me, As a Penguin",Comedy,Theater,2017/07/05,2017-07-30,successful,64,GB,2399.11,1774.68
The Great Purge,Live Games,Games,2017/07/05,2017-07-30,failed,2,CA,48.52,3977.09
Sherlock Holmes - Tales From The Strangers Room 3,Fiction,Publishing,2017/07/05,2017-07-29,successful,46,GB,1235.7,657.29
Cartoon Shorts for Entrepreneurs and Musicians,Animation,Film & Video,2017/07/05,2017-07-28,failed,0,US,0,5000
The Electric State - Simon Stålenhag's New Narrative Artbook,Illustration,Art,2017/07/05,2017-07-27,successful,5008,SE,382852.1,24600.85
28mm Modular Buildings - STL Files - OpenLOCK,Games,Games,2017/07/05,2017-07-26,successful,103,GB,7820.34,1309.5
Sailor Moon & Tuxedo Mask Pin Badges,Graphic Design,Design,2017/07/05,2017-07-26,successful,30,GB,824.99,654.75
Descended from Odin,Apparel,Fashion,2017/07/05,2017-07-26,failed,14,GB,707.13,5238
FreeBot,Software,Technology,2017/07/05,2017-07-25,suspended,174,MX,1014.6,338.2
el Gordo's Chili Oil will take over the world!,Small Batch,Food,2017/07/05,2017-07-25,failed,0,CA,0,3986.29
MOOV - A healthy way of sitting,Product Design,Design,2017/07/05,2017-07-25,failed,1,NL,351.87,8210.28
Pester Clothing - Custom Clothing Brand,Apparel,Fashion,2017/07/05,2017-07-25,failed,0,IE,0,586.45
Nob Hats - the perfect passive aggressive gift,Apparel,Fashion,2017/07/05,2017-07-25,failed,4,GB,99.52,327.38
Protect Your Phone - Fashionable & Protective Phone Cases,Accessories,Fashion,2017/07/05,2017-07-23,failed,4,US,102,12000
Paper Champ - 'Easily L.E.D' EP Pre-Order,Punk,Music,2017/07/05,2017-07-22,successful,19,GB,339.16,261.9
SORROWSEED Summer Tour & Re-Release of NEMESIS ENGINE,Music,Music,2017/07/05,2017-07-21,successful,12,US,770,666
Mr. Nice Girls,Comedy,Film & Video,2017/07/05,2017-07-20,successful,84,US,4090,2200
Custom Shoes,Footwear,Fashion,2017/07/05,2017-07-20,failed,3,US,60,2000
Splintered Glass Fringe Festival Campaign,Performances,Dance,2017/07/05,2017-07-20,successful,38,US,2300,2000
Nostalgia Festial Funding,Narrative Film,Film & Video,2017/07/05,2017-07-20,failed,0,GB,0,389.76
Development of efficient Quiz-Generators & Tests with Excel,Apps,Technology,2017/07/05,2017-07-20,failed,0,DE,0,686.88
Metal Fire Piston,Technology,Technology,2017/07/05,2017-07-18,successful,30,US,1553,750
Sex Ed with DB: Podcast Equipment!,Sound,Technology,2017/07/05,2017-07-16,successful,29,US,750,550
Webster Hall Documentary,Film & Video,Film & Video,2017/07/05,2017-07-16,failed,39,US,2432,15000
HEROES of the NATIONS LUXURY CASE,Playing Cards,Games,2017/07/05,2017-07-16,successful,65,US,6884,250
A Better Tomorrow,Web,Journalism,2017/07/05,2017-07-15,failed,3,US,126,1000
My First Unforgettable Performance,Music,Music,2017/07/05,2017-07-14,failed,3,US,52,700
Oh Brother mini-comic: growing up with a brother with autism,Comic Books,Comics,2017/07/05,2017-07-14,successful,121,AU,1753.71,77.6
Wibbell++ (a website to share many games for one deck),Tabletop Games,Games,2017/07/05,2017-07-14,successful,118,GB,2391.12,64.87
Shapes and Colors,Painting,Art,2017/07/05,2017-07-12,canceled,2,DK,96.7,61.4
"Positive Quote Mugs, Inspirational Coffee Mugs",Printing,Crafts,2017/07/05,2017-07-12,failed,1,GB,1.3,259.48
101 Piano Songs. 1 Awesome Album.,Classical Music,Music,2017/07/05,2017-07-08,failed,1,US,10,501
"Vintage Skate-Vase, Limited Edition of 250, Num. and signed",Conceptual Art,Art,2017/07/04,2017-09-02,failed,0,US,0,5500
Impeachment Party Cookbook,Cookbooks,Food,2017/07/04,2017-09-02,failed,30,US,1132,10000
Dungeon Crawler: The Fall of Ariatite - Decision Based RPG,Video Games,Games,2017/07/04,2017-09-02,failed,10,GB,82.28,1982.08
The Son of Man Volume 1,Comic Books,Comics,2017/07/04,2017-09-02,canceled,2,US,201,50000
A Work In Progress,Art,Art,2017/07/04,2017-09-02,successful,65,US,12455,12000
"Pullman Standard ""Diamond Hearts"" Tour",Rock,Music,2017/07/04,2017-09-02,failed,1,US,30,8000
Somewhere Between Full Length Album,Metal,Music,2017/07/04,2017-09-02,failed,2,US,35,15000
Odyssey Project,Documentary,Film & Video,2017/07/04,2017-09-02,failed,0,GB,0,1321.39
Our new show Tidy Up,Performances,Dance,2017/07/04,2017-09-02,successful,122,GB,6778.72,6606.94
Do Epic Happy 2018 Planner,Publishing,Publishing,2017/07/04,2017-09-02,failed,367,GB,10124.47,15856.66
"""I AM SUS"" sketch comedy series",Comedy,Film & Video,2017/07/04,2017-09-02,canceled,5,US,252,1500
Queer Community Tarot Deck,Games,Games,2017/07/04,2017-09-02,successful,44,US,2372,2000
GRAHAM ANDREW LUTH,Painting,Art,2017/07/04,2017-09-02,failed,1,US,30,15000
Purrlieu Cat Café,Spaces,Food,2017/07/04,2017-09-02,failed,52,US,3590,20000
Redshirts: A Starfinder Adventure Path (Levels 1-3),Tabletop Games,Games,2017/07/04,2017-09-02,successful,304,US,7783,1000
G.i.L (Go in Light) by VennTec GmbH,Technology,Technology,2017/07/04,2017-08-31,failed,3,DE,47.68,11919.95
Assassins at Edinburgh Fringe 2017,Musical,Theater,2017/07/04,2017-08-28,successful,31,GB,3600.28,3495.42
Badewannenabdeckung Bath Cover www.badewannenabdeckung.com,Crafts,Crafts,2017/07/04,2017-08-23,failed,2,DE,400.29,23616.1
BondicEVO™ Liquid Plastic Welder,Fabrication Tools,Technology,2017/07/04,2017-08-21,successful,6196,CA,235749.68,35976.97
Sultry Vocals & Modern Blues,R&B,Music,2017/07/04,2017-08-18,failed,1,US,10,5000
Sacalacalaca: Interdimensional Horror & Sci-Fi Festival,Horror,Film & Video,2017/07/04,2017-08-18,failed,5,MX,221.45,18620
Moving Beans Coffee - Sustainable Coffee Pods,Drinks,Food,2017/07/04,2017-08-18,failed,4,GB,10621.45,45060.7
Intelligent Design: The Series,Science Fiction,Film & Video,2017/07/04,2017-08-18,failed,73,US,14888,33000000
Spywars,Mobile Games,Games,2017/07/04,2017-08-18,failed,1,US,25,50000
"""She's My Country Too!""",Music Videos,Film & Video,2017/07/04,2017-08-18,failed,1,US,75,25000
Raisa Nosova: Berlin Art Residency and Amsterdam Art Fair,Public Art,Art,2017/07/04,2017-08-15,successful,49,US,3497,3000
XTRMPOST: The ultimate carrier,Web,Technology,2017/07/04,2017-08-13,failed,1,FR,10.57,293499.57
Maven's First Steps - Modern child walking aid!,Crafts,Crafts,2017/07/04,2017-08-13,failed,4,GB,103,64372.43
"FiasCo: Viajado de Risa, ¡Vámonos a Francia!",Comedy,Theater,2017/07/04,2017-08-13,failed,20,MX,427.76,1397.9
Airpaq - The Backpack Made From Airbags and Seat Belts,Accessories,Fashion,2017/07/04,2017-08-10,successful,509,DE,82121.93,11764.98
Lumos by Lacqna - A modern take on classic minimalist watch,Product Design,Design,2017/07/04,2017-08-09,canceled,45,SG,4769.86,7329.23
La Brigade : un hôtel itinérant,Nature,Photography,2017/07/04,2017-08-08,successful,94,FR,12114.4,11764.98
American Fork Star,Journalism,Journalism,2017/07/04,2017-08-08,failed,2,US,32,100000
El Deseo de Ana // Ana's Desire Film,Drama,Film & Video,2017/07/04,2017-08-08,successful,173,MX,21039.18,16671.3
Probabilistic Data Structures and Algorithms,Nonfiction,Publishing,2017/07/04,2017-08-07,failed,11,DE,262.36,4581.28
The Jingle Jig,Product Design,Design,2017/07/04,2017-08-07,canceled,7,US,133,12750
ZOIKS Cinnamon Roll Bakery,Restaurants,Food,2017/07/04,2017-08-06,failed,2,US,281,25000
Once upon a time... Metamorphoses debut album!,Classical Music,Music,2017/07/04,2017-08-05,successful,62,NL,7121.34,7058.99
Storypal: Where Young Global Learners Converse,Web,Technology,2017/07/04,2017-08-05,successful,34,US,2513,2500
Strain Wars: The Apparel,Apparel,Fashion,2017/07/04,2017-08-04,successful,4,US,66,17
WALLS at The Edinburgh Festival Fringe 2017,Theater,Theater,2017/07/04,2017-08-04,successful,25,GB,2760.62,2629.16
Alien in the Outfield - an 80s retro sci-fi graphic novel!,Graphic Novels,Comics,2017/07/04,2017-08-04,successful,49,GB,2171.68,1051.66
Future Girl #1: The Future Starts Now (Inaugural Issue),Comic Books,Comics,2017/07/04,2017-08-04,successful,113,US,10538,9999
Grandma Werewolf Feature Film - Final Weeks of Production,Fantasy,Film & Video,2017/07/04,2017-08-03,successful,19,US,3000,3000
A Single Soul - Stucky Fanbook,Anthologies,Publishing,2017/07/04,2017-08-03,successful,96,MX,2952.04,1403.86
The Smile That Warms My Ever Changing Mind - Book Project,Publishing,Publishing,2017/07/04,2017-08-03,failed,2,GB,14.46,460.1
The Forgotten Void,Video Games,Games,2017/07/04,2017-08-03,successful,70,CA,7300.35,7158.77
Estuve Aquí: Un recorrido visual desde México hasta Vietnam,Photobooks,Photography,2017/07/04,2017-08-03,failed,33,MX,1530.21,2246.18
Yellow House Cheese #supportfamilyfarms,Farms,Food,2017/07/04,2017-08-03,successful,233,US,21815,20000
BabyShadez - “Change Your Tune”,Apps,Technology,2017/07/04,2017-08-03,failed,6,GB,619.17,98593.4
Novel Snippet,Fiction,Publishing,2017/07/04,2017-08-03,failed,4,US,85,2000
Zucati Spectrum™ Board Game and RPG Dice,Tabletop Games,Games,2017/07/04,2017-08-03,successful,252,US,15218,10000
Double Elimination,Shorts,Film & Video,2017/07/04,2017-08-03,failed,1,US,1,2500
"""The Veritas Times"" - A New Play for Trump's America",Plays,Theater,2017/07/04,2017-08-03,failed,4,US,835,8000
Kung Fu Chocolate,Film & Video,Film & Video,2017/07/04,2017-08-03,failed,1,US,1,75000
"How Africa Saved My Life-A Story of Love, Loss, and Redempti",Nonfiction,Publishing,2017/07/04,2017-08-03,failed,1,US,50,1500
Companion. The app that guides people to their future pets.,Apps,Technology,2017/07/04,2017-08-03,failed,6,US,1400,6000
The Ladybird Who Found Her Spots,Children's Books,Publishing,2017/07/04,2017-08-03,successful,51,GB,2688.31,2629.16
Starving Artist,Hip-Hop,Music,2017/07/04,2017-08-03,failed,0,US,0,5000
Boudain in Europe - Fall 2017,Rock,Music,2017/07/04,2017-08-03,successful,40,US,2375,2000
hail: a quartet for double bass,Classical Music,Music,2017/07/04,2017-08-03,failed,18,US,890,8000
Path Music,World Music,Music,2017/07/04,2017-08-03,failed,0,US,0,2000
L E N N E Outdoor Jacket by NORDWÄRTS - Made of Nature,Apparel,Fashion,2017/07/04,2017-08-03,successful,59,DE,13866.6,11868.03
Ghost Ops - An RPG of Modern & Near Future Covert Operations,Tabletop Games,Games,2017/07/04,2017-08-03,canceled,76,GB,4794.27,3943.74
